DDI-DrugBank.d481.s0|82-86|EMCYT|brand
DDI-DrugBank.d216.s9|27-32|CYP3A4|brand
DDI-DrugBank.d216.s9|41-52|itraconazole|drug
DDI-DrugBank.d216.s9|55-68|clarithromycin|drug
DDI-DrugBank.d216.s9|71-80|nefazodone|drug
DDI-DrugBank.d216.s9|83-96|troleandomycin|drug
DDI-DrugBank.d216.s9|99-107|ritonavir|drug
DDI-DrugBank.d216.s9|110-119|nelfinavir|drug
DDI-DrugBank.d216.s10|18-23|CYP3A4|brand
DDI-DrugBank.d216.s10|26-35|Rifampicin|drug
DDI-DrugBank.d216.s10|46-54|zopiclone|drug
DDI-DrugBank.d216.s10|104-113|rifampicin|drug
DDI-DrugBank.d216.s10|136-141|CYP3A4|brand
DDI-DrugBank.d216.s11|0-0|A|brand
DDI-DrugBank.d216.s11|40-50|eszopiclone|drug
DDI-DrugBank.d216.s12|37-47|Eszopiclone|drug
DDI-DrugBank.d216.s12|79-86|proteins|group
DDI-DrugBank.d216.s13|30-40|eszopiclone|drug
DDI-DrugBank.d216.s14|18-28|eszopiclone|drug
DDI-DrugBank.d216.s15|11-11|A|brand
DDI-DrugBank.d216.s15|20-30|Therapeutic|brand
DDI-DrugBank.d216.s15|38-44|Digoxin|drug
DDI-DrugBank.d216.s15|46-46|A|brand
DDI-DrugBank.d216.s15|63-73|eszopiclone|drug
DDI-DrugBank.d216.s15|119-125|digoxin|drug
DDI-DrugBank.d216.s16|0-7|Warfarin|drug
DDI-DrugBank.d216.s16|10-20|Eszopiclone|drug
DDI-DrugBank.d216.s16|97-97|R|brand
DDI-DrugBank.d216.s16|105-105|S|brand
DDI-DrugBank.d216.s16|177-187|prothrombin|drug
DDI-DrugBank.d216.s16|233-240|warfarin|drug
DDI-DrugBank.d256.s0|0-10|Clindamycin|drug
DDI-DrugBank.d256.s2|41-51|clindamycin|drug
DDI-DrugBank.d256.s2|57-68|erythromycin|drug
DDI-DrugBank.d588.s0|0-8|Diuretics|group
DDI-DrugBank.d588.s0|11-20|Furosemide|drug
DDI-DrugBank.d588.s0|46-54|diuretics|group
DDI-DrugBank.d588.s0|81-90|metolazone|drug
DDI-DrugBank.d588.s0|151-162|electrolytes|group
DDI-DrugBank.d588.s1|30-35|MYKROX|brand
DDI-DrugBank.d588.s1|89-92|care|brand
DDI-DrugBank.d588.s3|0-6|Alcohol|brand
DDI-DrugBank.d588.s3|9-20|Barbiturates|group
DDI-DrugBank.d588.s3|27-35|Narcotics|group
DDI-DrugBank.d588.s3|150-159|metolazone|drug
DDI-DrugBank.d588.s4|10-19|Glycosides|group
DDI-DrugBank.d588.s6|0-14|Corticosteroids|group
DDI-DrugBank.d588.s6|19-22|ACTH|brand
DDI-DrugBank.d588.s6|84-88|water|drug
DDI-DrugBank.d588.s7|0-6|Lithium|brand
DDI-DrugBank.d588.s7|9-13|Serum|group
DDI-DrugBank.d588.s7|15-21|lithium|brand
DDI-DrugBank.d588.s8|119-130|tubocurarine|drug
DDI-DrugBank.d588.s9|48-53|MYKROX|brand
DDI-DrugBank.d588.s10|0-10|Salicylates|group
DDI-DrugBank.d588.s10|106-111|MYKROX|brand
DDI-DrugBank.d588.s11|0-15|Sympathomimetics|group
DDI-DrugBank.d588.s11|18-27|Metolazone|drug
DDI-DrugBank.d588.s11|69-82|norepinephrine|drug
DDI-DrugBank.d588.s11|174-184|therapeutic|brand
DDI-DrugBank.d588.s12|0-10|Methenamine|drug
DDI-DrugBank.d588.s12|75-84|metolazone|drug
DDI-DrugBank.d588.s13|0-13|Anticoagulants|group
DDI-DrugBank.d588.s13|16-25|Metolazone|drug
DDI-DrugBank.d588.s13|59-67|diuretics|group
DDI-DrugBank.d588.s13|117-130|anticoagulants|group
DDI-DrugBank.d87.s1|0-7|TAMBOCOR|brand
DDI-DrugBank.d87.s2|48-55|TAMBOCOR|brand
DDI-DrugBank.d87.s2|113-119|digoxin|drug
DDI-DrugBank.d87.s2|151-157|digoxin|drug
DDI-DrugBank.d87.s3|48-55|TAMBOCOR|brand
DDI-DrugBank.d87.s3|61-71|propranolol|drug
DDI-DrugBank.d87.s3|94-103|flecainide|drug
DDI-DrugBank.d87.s3|141-151|propranolol|drug
DDI-DrugBank.d87.s3|197-203|control|brand
DDI-DrugBank.d87.s4|34-41|TAMBOCOR|brand
DDI-DrugBank.d87.s4|47-57|propranolol|drug
DDI-DrugBank.d87.s6|45-52|TAMBOCOR|brand
DDI-DrugBank.d87.s6|58-68|propranolol|drug
DDI-DrugBank.d87.s6|77-78|PR|brand
DDI-DrugBank.d87.s7|3-10|TAMBOCOR|brand
DDI-DrugBank.d87.s8|90-99|flecainide|drug
DDI-DrugBank.d87.s9|0-9|Flecainide|drug
DDI-DrugBank.d87.s9|46-53|proteins|group
DDI-DrugBank.d87.s10|102-111|flecainide|drug
DDI-DrugBank.d87.s10|137-144|proteins|group
DDI-DrugBank.d87.s11|82-95|anticoagulants|group
DDI-DrugBank.d87.s12|0-7|TAMBOCOR|brand
DDI-DrugBank.d87.s12|63-71|diuretics|group
DDI-DrugBank.d87.s13|59-67|phenytoin|drug
DDI-DrugBank.d87.s13|70-82|phenobarbital|drug
DDI-DrugBank.d87.s13|85-97|carbamazepine|drug
DDI-DrugBank.d87.s13|145-154|flecainide|drug
DDI-DrugBank.d87.s14|30-39|cimetidine|drug
DDI-DrugBank.d87.s14|75-84|flecainide|drug
DDI-DrugBank.d87.s15|5-14|amiodarone|drug
DDI-DrugBank.d87.s15|28-37|flecainide|drug
DDI-DrugBank.d87.s15|55-64|flecainide|drug
DDI-DrugBank.d87.s15|124-133|flecainide|drug
DDI-DrugBank.d87.s16|30-37|P450IID6|brand
DDI-DrugBank.d87.s16|48-56|quinidine|drug
DDI-DrugBank.d87.s16|104-113|flecainide|drug
DDI-DrugBank.d87.s16|147-156|flecainide|drug
DDI-DrugBank.d87.s18|62-69|TAMBOCOR|brand
DDI-DrugBank.d87.s18|82-93|disopyramide|drug
DDI-DrugBank.d87.s18|98-106|verapamil|drug
DDI-DrugBank.d87.s19|104-111|TAMBOCOR|brand
DDI-DrugBank.d87.s19|134-145|disopyramide|drug
DDI-DrugBank.d87.s19|151-159|verapamil|drug
DDI-DrugBank.d87.s19|202-209|TAMBOCOR|brand
DDI-DrugBank.d87.s20|66-73|TAMBOCOR|brand
DDI-DrugBank.d87.s20|80-89|nifedipine|drug
DDI-DrugBank.d87.s20|94-102|diltiazem|drug
DDI-DrugBank.d6.s0|56-64|Enflurane|drug
DDI-DrugBank.d6.s2|74-81|recovery|brand
DDI-DrugBank.d6.s2|145-153|Enflurane|drug
DDI-DrugBank.d6.s2|165-173|halothane|drug
DDI-DrugBank.d215.s0|32-42|anileridine|drug
DDI-DrugBank.d215.s0|73-79|opioids|group
DDI-DrugBank.d215.s0|93-106|phenothiazines|group
DDI-DrugBank.d215.s0|112-122|anesthetics|group
DDI-DrugBank.d410.s0|18-22|D.H.E|brand
DDI-DrugBank.d410.s0|30-46|dihydroergotamine|drug
DDI-DrugBank.d410.s0|69-71|USP|brand
DDI-DrugBank.d410.s0|184-188|blood|group
DDI-DrugBank.d410.s1|0-10|Sumatriptan|drug
DDI-DrugBank.d410.s1|13-23|Sumatriptan|drug
DDI-DrugBank.d410.s1|117-121|D.H.E|brand
DDI-DrugBank.d410.s1|129-145|dihydroergotamine|drug
DDI-DrugBank.d410.s1|168-170|USP|brand
DDI-DrugBank.d410.s2|0-10|Sumatriptan|drug
DDI-DrugBank.d410.s2|16-20|D.H.E|brand
DDI-DrugBank.d410.s2|28-44|dihydroergotamine|drug
DDI-DrugBank.d410.s2|67-69|USP|brand
DDI-DrugBank.d410.s3|126-130|D.H.E|brand
DDI-DrugBank.d410.s3|138-154|dihydroergotamine|drug
DDI-DrugBank.d410.s3|177-179|USP|brand
DDI-DrugBank.d410.s3|211-221|propranolol|drug
DDI-DrugBank.d410.s3|253-263|propranolol|drug
DDI-DrugBank.d410.s3|311-320|ergotamine|drug
DDI-DrugBank.d410.s3|363-373|epinephrine|drug
DDI-DrugBank.d410.s4|0-7|Nicotine|drug
DDI-DrugBank.d410.s4|10-17|Nicotine|drug
DDI-DrugBank.d410.s4|31-46|vasoconstriction|group
DDI-DrugBank.d410.s5|29-40|erythromycin|drug
DDI-DrugBank.d410.s5|46-59|troleandomycin|drug
DDI-DrugBank.d410.s5|108-112|D.H.E|brand
DDI-DrugBank.d410.s5|120-136|dihydroergotamine|drug
DDI-DrugBank.d410.s5|159-161|USP|brand
DDI-DrugBank.d410.s5|295-303|alkaloids|group
DDI-DrugBank.d410.s5|320-335|vasoconstriction|group
DDI-DrugBank.d410.s6|46-56|therapeutic|brand
DDI-DrugBank.d410.s7|81-85|5-HT1|brand
DDI-DrugBank.d410.s8|0-9|fluoxetine|drug
DDI-DrugBank.d410.s8|12-22|fluvoxamine|drug
DDI-DrugBank.d410.s8|25-34|paroxetine|drug
DDI-DrugBank.d410.s8|37-46|sertraline|drug
DDI-DrugBank.d410.s9|97-101|D.H.E|brand
DDI-DrugBank.d410.s9|109-125|dihydroergotamine|drug
DDI-DrugBank.d410.s9|148-150|USP|brand
DDI-DrugBank.d410.s10|82-86|D.H.E|brand
DDI-DrugBank.d410.s10|94-110|dihydroergotamine|drug
DDI-DrugBank.d410.s10|133-135|USP|brand
DDI-MedLine.d56.s0|15-21|ouabain|drug
DDI-MedLine.d56.s0|64-77|norepinephrine|drug
DDI-MedLine.d56.s0|79-85|release|brand
DDI-MedLine.d56.s1|0-8|Palytoxin|drug
DDI-MedLine.d56.s1|11-13|PTX|brand
DDI-MedLine.d56.s1|17-29|C129H223N3O54|brand
DDI-MedLine.d56.s2|19-25|ouabain|drug
DDI-MedLine.d56.s2|35-35|M|brand
DDI-MedLine.d56.s2|39-41|PTX|brand
DDI-MedLine.d56.s2|51-51|M|brand
DDI-MedLine.d56.s4|19-30|phentolamine|drug
DDI-MedLine.d56.s4|40-40|M|brand
DDI-MedLine.d56.s5|5-11|ouabain|drug
DDI-MedLine.d56.s5|32-37|muscle|brand
DDI-MedLine.d56.s5|58-69|phentolamine|drug
DDI-MedLine.d56.s5|119-121|PTX|brand
DDI-MedLine.d56.s6|9-14|muscle|brand
DDI-MedLine.d56.s6|54-61|solution|brand
DDI-MedLine.d56.s6|98-100|PTX|brand
DDI-MedLine.d56.s7|0-2|PTX|brand
DDI-MedLine.d56.s7|15-21|release|brand
DDI-MedLine.d56.s7|26-39|norepinephrine|drug
DDI-MedLine.d56.s7|50-55|muscle|brand
DDI-MedLine.d56.s8|16-21|muscle|brand
DDI-MedLine.d56.s8|26-32|ouabain|drug
DDI-MedLine.d56.s8|42-42|M|brand
DDI-MedLine.d56.s8|80-86|release|brand
DDI-MedLine.d56.s9|67-69|PTX|brand
DDI-MedLine.d56.s10|32-38|release|brand
DDI-MedLine.d56.s10|43-56|norepinephrine|drug
DDI-MedLine.d56.s10|93-99|ouabain|drug
DDI-MedLine.d56.s10|129-142|norepinephrine|drug
DDI-MedLine.d56.s10|144-150|release|brand
DDI-MedLine.d56.s10|199-212|norepinephrine|drug
DDI-MedLine.d56.s10|214-220|release|brand
DDI-MedLine.d56.s10|266-271|muscle|brand
DDI-MedLine.d56.s10|299-305|ouabain|drug
DDI-MedLine.d56.s11|31-33|PTX|brand
DDI-MedLine.d56.s11|70-71|Na|brand
DDI-DrugBank.d173.s0|78-81|same|drug
DDI-DrugBank.d173.s0|121-131|bentoquatam|drug
DDI-DrugBank.d275.s1|132-143|methotrexate|drug
DDI-DrugBank.d275.s1|148-154|Kineret|brand
DDI-DrugBank.d275.s2|41-42|RA|drug
DDI-DrugBank.d275.s2|92-98|Kineret|brand
DDI-DrugBank.d275.s2|104-113|etanercept|drug
DDI-DrugBank.d275.s2|211-220|etanercept|drug
DDI-DrugBank.d275.s3|50-56|Kineret|brand
DDI-DrugBank.d275.s3|62-71|etanercept|drug
DDI-DrugBank.d275.s3|96-98|ANC|brand
DDI-DrugBank.d275.s3|105-109|109/L|brand
DDI-DrugBank.d577.s0|51-59|diuretics|group
DDI-DrugBank.d577.s0|72-80|thiazides|group
DDI-DrugBank.d577.s1|26-41|sulfamethoxazole|drug
DDI-DrugBank.d577.s1|47-53|prolong|brand
DDI-DrugBank.d577.s1|59-69|prothrombin|drug
DDI-DrugBank.d577.s1|124-131|warfarin|drug
DDI-DrugBank.d577.s3|0-15|Sulfamethoxazole|drug
DDI-DrugBank.d577.s3|55-63|phenytoin|drug
DDI-DrugBank.d577.s4|17-32|sulfamethoxazole|drug
DDI-DrugBank.d577.s4|97-105|phenytoin|drug
DDI-DrugBank.d577.s5|59-63|alert|brand
DDI-DrugBank.d577.s5|88-96|phenytoin|drug
DDI-DrugBank.d577.s6|0-11|Sulfonamides|group
DDI-DrugBank.d577.s6|31-42|methotrexate|drug
DDI-DrugBank.d577.s6|100-111|methotrexate|drug
DDI-DrugBank.d577.s7|16-31|sulfamethoxazole|drug
DDI-DrugBank.d577.s7|100-109|creatinine|drug
DDI-DrugBank.d722.s0|17-24|complete|brand
DDI-DrugBank.d722.s0|51-60|PURINETHOL|brand
DDI-DrugBank.d722.s0|63-76|mercaptopurine|drug
DDI-DrugBank.d722.s0|83-89|TABLOID|brand
DDI-DrugBank.d722.s0|97-107|Thioguanine|drug
DDI-DrugBank.d722.s1|35-49|aminosalicylate|group
DDI-DrugBank.d722.s1|70-79|olsalazine|drug
DDI-DrugBank.d722.s1|82-91|mesalazine|drug
DDI-DrugBank.d722.s1|125-128|TPMT|drug
DDI-DrugBank.d722.s1|212-222|thioguanine|drug
DDI-DrugBank.d311.s0|77-79|MAO|brand
DDI-DrugBank.d311.s0|178-182|blood|group
DDI-DrugBank.d21.s0|48-53|ELSPAR|brand
DDI-DrugBank.d21.s0|93-104|methotrexate|drug
DDI-DrugBank.d21.s0|143-154|methotrexate|drug
DDI-DrugBank.d21.s0|192-201|asparagine|drug
DDI-DrugBank.d21.s1|64-75|methotrexate|drug
DDI-DrugBank.d21.s1|82-87|ELSPAR|brand
DDI-DrugBank.d21.s1|121-126|ELSPAR|brand
DDI-DrugBank.d21.s1|148-157|asparagine|drug
DDI-DrugBank.d604.s0|0-10|Thalidomide|drug
DDI-DrugBank.d604.s0|66-77|barbiturates|group
DDI-DrugBank.d604.s0|80-86|alcohol|brand
DDI-DrugBank.d604.s0|89-102|chlorpromazine|drug
DDI-DrugBank.d604.s0|109-117|reserpine|drug
DDI-DrugBank.d604.s1|135-145|thalidomide|drug
DDI-DrugBank.d604.s2|74-86|norethindrone|brand
DDI-DrugBank.d604.s2|100-108|estradiol|drug
DDI-DrugBank.d604.s2|173-185|norethindrone|brand
DDI-DrugBank.d604.s2|187-193|acetate|drug
DDI-DrugBank.d604.s2|218-226|estradiol|drug
DDI-DrugBank.d604.s3|62-72|thalidomide|drug
DDI-DrugBank.d604.s4|139-150|griseofulvin|drug
DDI-DrugBank.d604.s4|153-161|modafinil|drug
DDI-DrugBank.d604.s4|164-174|penicillins|group
DDI-DrugBank.d604.s4|177-184|rifampin|brand
DDI-DrugBank.d604.s4|187-195|rifabutin|drug
DDI-DrugBank.d604.s4|198-206|phenytoin|drug
DDI-DrugBank.d604.s4|209-221|carbamazepine|drug
DDI-DrugBank.d604.s4|235-240|herbal|brand
DDI-DrugBank.d604.s4|242-252|supplements|group
DDI-DrugBank.d604.s6|82-86|OTHER|brand
DDI-DrugBank.d604.s6|179-185|contact|brand
DDI-DrugBank.d604.s6|200-210|thalidomide|drug
DDI-DrugBank.d199.s0|0-13|Metoclopramide|drug
DDI-DrugBank.d199.s0|41-47|MONUROL|brand
DDI-DrugBank.d199.s0|50-63|metoclopramide|drug
DDI-DrugBank.d199.s0|127-131|serum|group
DDI-DrugBank.d199.s0|172-181|fosfomycin|drug
DDI-DrugBank.d199.s2|0-9|Cimetidine|drug
DDI-DrugBank.d199.s2|12-21|Cimetidine|drug
DDI-DrugBank.d199.s2|63-72|fosfomycin|drug
DDI-DrugBank.d199.s2|99-105|MONUROL|brand
DDI-MedLine.d82.s1|41-41|V|brand
DDI-MedLine.d82.s2|126-126|V|brand
DDI-MedLine.d82.s3|66-66|V|brand
DDI-MedLine.d82.s3|147-150|body|brand
DDI-MedLine.d82.s4|13-13|V|brand
DDI-MedLine.d82.s4|93-93|V|brand
DDI-MedLine.d82.s4|147-150|body|brand
DDI-MedLine.d82.s5|42-42|V|brand
DDI-MedLine.d82.s5|73-76|body|brand
DDI-MedLine.d82.s5|140-140|V|brand
DDI-MedLine.d82.s6|29-29|V|brand
DDI-MedLine.d82.s7|26-34|phosphate|brand
DDI-MedLine.d82.s8|8-9|D3|brand
DDI-DrugBank.d484.s0|0-11|Etonogestrel|drug
DDI-DrugBank.d484.s0|58-70|acetaminophen|drug
DDI-DrugBank.d484.s0|73-79|Tylenol|brand
DDI-DrugBank.d484.s0|103-112|ampicillin|drug
DDI-DrugBank.d484.s0|118-129|tetracycline|drug
DDI-DrugBank.d484.s0|132-146|anticonvulsants|group
DDI-DrugBank.d484.s0|149-156|Dilantin|brand
DDI-DrugBank.d484.s0|159-171|Phenobarbital|drug
DDI-DrugBank.d484.s0|174-181|Tegretol|brand
DDI-DrugBank.d484.s0|184-192|Trileptal|brand
DDI-DrugBank.d484.s0|195-201|Topamax|brand
DDI-DrugBank.d484.s0|204-211|Felbatol|brand
DDI-DrugBank.d484.s0|228-235|Gris-PEG|brand
DDI-DrugBank.d484.s0|238-244|Nizoral|brand
DDI-DrugBank.d484.s0|247-254|Sporanox|brand
DDI-DrugBank.d484.s0|258-269|atorvastatin|drug
DDI-DrugBank.d484.s0|272-278|Lipitor|brand
DDI-DrugBank.d484.s0|282-291|clofibrate|drug
DDI-DrugBank.d484.s0|306-317|cyclosporine|drug
DDI-DrugBank.d484.s0|320-325|Neoral|brand
DDI-DrugBank.d484.s0|328-337|Sandimmune|brand
DDI-DrugBank.d484.s0|341-343|HIV|brand
DDI-DrugBank.d484.s0|365-372|protease|drug
DDI-DrugBank.d484.s0|386-394|Agenerase|brand
DDI-DrugBank.d484.s0|397-404|Crixivan|brand
DDI-DrugBank.d484.s0|407-415|Fortovase|brand
DDI-DrugBank.d484.s0|418-425|Invirase|brand
DDI-DrugBank.d484.s0|428-434|Kaletra|brand
DDI-DrugBank.d484.s0|437-442|Norvir|brand
DDI-DrugBank.d484.s0|445-452|Viracept|brand
DDI-DrugBank.d484.s0|456-463|morphine|drug
DDI-DrugBank.d484.s0|466-475|Astramorph|brand
DDI-DrugBank.d484.s0|478-483|Kadian|brand
DDI-DrugBank.d484.s0|486-487|MS|brand
DDI-DrugBank.d484.s0|498-511|phenylbutazone|drug
DDI-DrugBank.d484.s0|514-525|prednisolone|drug
DDI-DrugBank.d484.s0|538-544|rifadin|brand
DDI-DrugBank.d484.s0|547-554|rifampin|brand
DDI-DrugBank.d484.s0|574-582|temazepam|drug
DDI-DrugBank.d484.s0|585-596|theophylline|drug
DDI-DrugBank.d484.s0|622-622|C|brand
DDI-DrugBank.d343.s0|0-6|Aspirin|brand
DDI-DrugBank.d343.s0|9-16|warfarin|drug
DDI-DrugBank.d343.s0|19-25|heparin|drug
DDI-DrugBank.d177.s0|10-19|nilutamide|drug
DDI-DrugBank.d177.s0|80-84|P-450|brand
DDI-DrugBank.d177.s1|31-41|therapeutic|brand
DDI-DrugBank.d177.s1|67-67|K|brand
DDI-DrugBank.d177.s1|82-90|phenytoin|drug
DDI-DrugBank.d177.s1|97-108|theophylline|drug
DDI-DrugBank.d177.s1|167-171|serum|group
DDI-DrugBank.d177.s2|130-139|nilutamide|drug
DDI-DrugBank.d177.s3|26-26|K|brand
DDI-DrugBank.d177.s3|76-85|nilutamide|drug
DDI-DrugBank.d177.s3|88-98|prothrombin|drug
DDI-DrugBank.d177.s3|175-175|K|brand
DDI-DrugBank.d333.s0|10-19|Clonazepam|drug
DDI-DrugBank.d333.s0|61-70|Clonazepam|drug
DDI-DrugBank.d333.s0|121-129|phenytoin|drug
DDI-DrugBank.d333.s0|132-144|carbamazepine|drug
DDI-DrugBank.d333.s0|150-162|phenobarbital|drug
DDI-DrugBank.d333.s1|14-23|clonazepam|drug
DDI-DrugBank.d333.s2|49-58|Clonazepam|drug
DDI-DrugBank.d333.s2|93-102|ranitidine|drug
DDI-DrugBank.d333.s2|169-178|clonazepam|drug
DDI-DrugBank.d333.s3|29-38|clonazepam|drug
DDI-DrugBank.d333.s3|103-115|propantheline|drug
DDI-DrugBank.d333.s3|172-173|GI|brand
DDI-DrugBank.d333.s3|209-211|AUC|brand
DDI-DrugBank.d333.s3|216-225|clonazepam|drug
DDI-DrugBank.d333.s3|257-266|clonazepam|drug
DDI-DrugBank.d333.s3|335-347|propantheline|drug
DDI-DrugBank.d333.s4|0-9|Fluoxetine|drug
DDI-DrugBank.d333.s4|51-60|clonazepam|drug
DDI-DrugBank.d333.s5|11-15|P-450|brand
DDI-DrugBank.d333.s5|35-43|phenytoin|drug
DDI-DrugBank.d333.s5|46-58|carbamazepine|drug
DDI-DrugBank.d333.s5|64-76|phenobarbital|drug
DDI-DrugBank.d333.s5|86-95|clonazepam|drug
DDI-DrugBank.d333.s5|157-166|clonazepam|drug
DDI-DrugBank.d333.s6|94-98|P-450|brand
DDI-DrugBank.d333.s6|100-101|3A|brand
DDI-DrugBank.d333.s6|113-122|clonazepam|drug
DDI-DrugBank.d333.s6|183-192|antifungal|brand
DDI-DrugBank.d333.s6|250-259|clonazepam|drug
DDI-DrugBank.d333.s7|63-76|benzodiazepine|drug
DDI-DrugBank.d333.s7|115-121|alcohol|brand
DDI-DrugBank.d333.s7|124-132|narcotics|group
DDI-DrugBank.d333.s7|135-146|barbiturates|group
DDI-DrugBank.d333.s7|199-212|phenothiazines|group
DDI-DrugBank.d333.s7|279-287|monoamine|drug
DDI-DrugBank.d251.s0|10-23|clarithromycin|drug
DDI-DrugBank.d251.s0|26-35|Didanosine|drug
DDI-DrugBank.d251.s0|38-48|Fluconazole|drug
DDI-DrugBank.d251.s0|51-60|Fluoxetine|drug
DDI-DrugBank.d251.s0|74-85|Ketoconazole|drug
DDI-DrugBank.d251.s0|88-96|Phenytoin|drug
DDI-DrugBank.d251.s0|114-126|carbamazepine|drug
DDI-DrugBank.d251.s0|129-137|Rifabutin|drug
DDI-DrugBank.d251.s0|140-147|Rifampin|brand
DDI-DrugBank.d251.s0|161-170|Saquinavir|drug
DDI-DrugBank.d360.s0|140-147|rifampin|brand
DDI-DrugBank.d360.s1|0-0|A|brand
DDI-DrugBank.d360.s1|67-78|barbiturates|group
DDI-DrugBank.d360.s1|81-94|phenylbutazone|drug
DDI-DrugBank.d360.s1|97-105|phenytoin|drug
DDI-DrugBank.d360.s1|107-112|sodium|group
DDI-DrugBank.d360.s1|115-127|carbamazepine|drug
DDI-DrugBank.d360.s1|130-141|griseofulvin|drug
DDI-DrugBank.d360.s1|144-153|topiramate|drug
DDI-DrugBank.d360.s1|174-183|ampicillin|drug
DDI-DrugBank.d360.s1|189-201|tetracyclines|group
DDI-DrugBank.d360.s2|0-0|A|brand
DDI-DrugBank.d360.s2|79-84|herbal|brand
DDI-DrugBank.d466.s0|22-33|Erythromycin|drug
DDI-DrugBank.d466.s0|39-50|Ketoconazole|drug
DDI-DrugBank.d466.s0|52-63|Fexofenadine|drug
DDI-DrugBank.d466.s1|31-42|fexofenadine|drug
DDI-DrugBank.d466.s1|70-81|ketoconazole|drug
DDI-DrugBank.d466.s1|86-97|erythromycin|drug
DDI-DrugBank.d466.s1|141-152|fexofenadine|drug
DDI-DrugBank.d466.s2|0-11|Fexofenadine|drug
DDI-DrugBank.d466.s2|61-72|erythromycin|drug
DDI-DrugBank.d466.s2|77-88|ketoconazole|drug
DDI-DrugBank.d466.s3|23-34|fexofenadine|drug
DDI-DrugBank.d466.s3|127-138|erythromycin|drug
DDI-DrugBank.d466.s3|164-175|ketoconazole|drug
DDI-DrugBank.d466.s4|95-106|fexofenadine|drug
DDI-DrugBank.d466.s4|158-169|erythromycin|drug
DDI-DrugBank.d466.s4|174-185|ketoconazole|drug
DDI-DrugBank.d466.s5|93-104|fexofenadine|drug
DDI-DrugBank.d466.s5|162-173|fexofenadine|drug
DDI-DrugBank.d466.s9|0-11|Erythromycin|drug
DDI-DrugBank.d466.s12|0-11|Ketoconazole|drug
DDI-DrugBank.d466.s17|28-39|ketoconazole|drug
DDI-DrugBank.d466.s17|44-55|erythromycin|drug
DDI-DrugBank.d466.s17|84-95|fexofenadine|drug
DDI-DrugBank.d466.s18|49-60|fexofenadine|drug
DDI-DrugBank.d466.s18|205-216|ketoconazole|drug
DDI-DrugBank.d466.s18|228-239|fexofenadine|drug
DDI-DrugBank.d466.s18|275-286|erythromycin|drug
DDI-DrugBank.d466.s19|23-30|Antacids|group
DDI-DrugBank.d466.s19|60-71|fexofenadine|drug
DDI-DrugBank.d466.s19|144-152|magnesium|drug
DDI-DrugBank.d466.s19|165-171|antacid|brand
DDI-DrugBank.d466.s19|193-204|fexofenadine|drug
DDI-DrugBank.d466.s19|206-208|AUC|brand
DDI-DrugBank.d466.s20|0-6|ALLEGRA|brand
DDI-DrugBank.d466.s20|62-70|magnesium|drug
DDI-DrugBank.d466.s20|83-90|antacids|group
DDI-DrugBank.d466.s21|52-61|grapefruit|drug
DDI-DrugBank.d466.s21|64-69|orange|drug
DDI-DrugBank.d466.s21|75-79|apple|drug
DDI-DrugBank.d466.s21|128-139|fexofenadine|drug
DDI-DrugBank.d466.s22|59-67|histamine|drug
DDI-DrugBank.d466.s23|59-70|fexofenadine|drug
DDI-DrugBank.d466.s23|115-124|grapefruit|drug
DDI-DrugBank.d466.s23|129-134|orange|drug
DDI-DrugBank.d466.s23|155-159|water|drug
DDI-DrugBank.d466.s24|37-40|same|drug
DDI-DrugBank.d466.s24|100-104|apple|drug
DDI-DrugBank.d466.s26|89-98|grapefruit|drug
DDI-DrugBank.d466.s26|104-109|orange|drug
DDI-DrugBank.d466.s26|192-203|fexofenadine|drug
DDI-DrugBank.d466.s27|38-49|fexofenadine|drug
DDI-DrugBank.d466.s27|75-81|ALLEGRA|brand
DDI-DrugBank.d466.s27|104-108|water|drug
DDI-DrugBank.d26.s0|34-43|analgesics|group
DDI-DrugBank.d26.s0|54-64|anesthetics|group
DDI-DrugBank.d26.s0|67-80|phenothiazines|group
DDI-DrugBank.d26.s0|153-155|CNS|brand
DDI-DrugBank.d26.s0|180-186|alcohol|brand
DDI-DrugBank.d26.s0|208-215|DILAUDID|brand
DDI-DrugBank.d26.s0|241-243|CNS|brand
DDI-MedLine.d96.s1|136-136|T|brand
DDI-MedLine.d96.s1|169-169|T|brand
DDI-MedLine.d96.s1|207-207|B|brand
DDI-MedLine.d96.s1|236-250|immunoglobulins|group
DDI-MedLine.d96.s2|111-115|equal|drug
DDI-MedLine.d96.s3|95-99|serum|group
DDI-MedLine.d96.s4|58-62|major|brand
DDI-MedLine.d96.s4|64-68|serum|group
DDI-MedLine.d96.s6|136-140|serum|group
DDI-MedLine.d96.s7|78-82|serum|group
DDI-DrugBank.d140.s0|110-121|cyclosporine|drug
DDI-DrugBank.d140.s0|149-154|niacin|drug
DDI-DrugBank.d140.s0|174-185|erythromycin|drug
DDI-DrugBank.d140.s0|188-192|azole|drug
DDI-DrugBank.d140.s1|0-6|Antacid|brand
DDI-DrugBank.d140.s1|14-25|atorvastatin|drug
DDI-DrugBank.d140.s1|38-39|TC|brand
DDI-DrugBank.d140.s1|98-109|atorvastatin|drug
DDI-DrugBank.d140.s2|9-13|LDL-C|brand
DDI-DrugBank.d140.s3|0-9|Antipyrine|drug
DDI-DrugBank.d140.s3|20-31|atorvastatin|drug
DDI-DrugBank.d140.s3|73-82|antipyrine|drug
DDI-DrugBank.d140.s3|135-138|same|drug
